FID,REPORTDATE,BLOCKADD,OFFENSE
14562,2009-04-07 00:00:00,4200 Block 26th St,Theft From Vehicle
14563,2009-02-06 00:00:00,6600 Block Gunpark Dr,Vandalism
14564,2008-07-30 00:00:00,1000 Block Marine St,Burglary
14565,2008-03-06 00:00:00,1700 Block 15th St,Vandalism
14566,2010-01-16 00:00:00,3900 Block Moorhead Av,Theft From Vehicle
14567,2011-06-22 00:00:00,1400 Block Walnut St,Trespassing
14568,2008-03-06 00:00:00,2200 Block 19th St,Vandalism
14569,2009-10-04 00:00:00,500 Block Manhatan Dr,Trespassing
14570,2008-03-16 00:00:00,1500 Block Canyon Blvd,Vandalism
14571,2010-04-05 00:00:00,1200 Block Holly Pl,Burglary
14572,2008-08-15 00:00:00,700 Block 19th St,Theft From Vehicle
14573,2010-03-21 00:00:00,1300 Block Grandview Ave,Burglary
14574,2008-06-23 00:00:00,1800 Block Broadway,Vandalism
14575,2008-05-02 00:00:00,1600 Block Arapahoe Ave,Trespassing
14576,2008-09-07 00:00:00,2100 Block 8th St,Burglary
14577,2009-04-07 00:00:00,700 Block Gilpin Dr,Theft From Vehicle
14578,2010-04-30 00:00:00,13th St & College Ave,Assault
14579,2011-08-18 00:00:00,14th St & Canyon Blvd,Incident
14580,2012-04-13 00:00:00,4500 Block 19th St,Assault
14581,2010-05-11 00:00:00,2800 Block Arapahoe Ave,Trespassing
14582,2012-06-15 00:00:00,8th St & Lee Hill Dr,Vandalism
14583,2009-08-17 00:00:00,9th St & Aurora Ave,Theft From Vehicle
14584,2008-03-07 00:00:00,1900 Block Tyler Rd,Auto Theft
14585,2009-05-04 00:00:00,600 Block Mohawk Dr,Vandalism
14586,2008-03-04 00:00:00,5000 Block Gallatin Pl,Incident
14587,2012-04-13 00:00:00,9th St & Dellwood Ave,Vandalism
14588,2010-03-18 00:00:00,600 Block S Lashley Ln,Theft From Vehicle
14589,2008-03-27 00:00:00,900 Block Pine St,Auto Theft
14590,2009-02-22 00:00:00,1900 Block Orchard Ave,Vandalism
14591,2008-04-12 00:00:00,1600 Block Broadway,Incident
14592,2008-11-05 00:00:00,1100 Block University Ave,Incident
14593,2008-07-29 00:00:00,4800 Block Thunderbird Cir,Theft From Vehicle
14594,2017-12-22 00:00:00,15th St & Pearl St,Trespassing
14595,2009-08-13 00:00:00,2800 Block 7th St,Burglary
14596,2009-10-25 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
14597,2008-04-06 00:00:00,1400 Block Pine St,Assault
14598,2010-08-06 00:00:00,1000 Block Lincoln Pl,Assault
14599,2011-06-24 00:00:00,500 Block University Ave,Theft From Vehicle
14600,2012-12-03 00:00:00,Iris Walk Ct & Tumwater Ln,Theft From Vehicle
14601,2012-01-20 00:00:00,1100 Block University Ave,Theft From Vehicle
14602,2008-02-12 00:00:00,2100 Block 9th St,Incident
14603,2008-02-26 00:00:00,1500 Block Pine St,Motorcycle Theft
14604,2008-06-25 00:00:00,4800 Block Broadway,Burglary
14605,2008-04-06 00:00:00,4900 Block Baseline Rd,Burglary
14606,2008-03-24 00:00:00,4600 Block Table Mesa Dr,Vandalism
14607,2008-08-28 00:00:00,1000 Block 10th St,Assault
14608,2009-01-23 00:00:00,2400 Block Spruce St,Burglary
14609,2012-05-22 00:00:00,2600 Block Mapleton Ave,Trespassing
14610,2010-03-24 00:00:00,1100 Block College Ave,Vandalism
14611,2009-12-19 00:00:00,2400 Block Mapleton Ave,Vandalism
14612,2008-09-05 00:00:00,3000 Block Valmont Rd,Burglary
14613,2010-05-28 00:00:00,1800 Block 30th St,Burglary
14614,2010-06-14 00:00:00,1400 Block 19th St,Vandalism
14615,2009-01-04 00:00:00,5300 Block Deer Creek Ct,Vandalism
14616,2010-05-15 00:00:00,1900 Block 11th St,Trespassing
14617,2012-11-24 00:00:00,2800 Block Moorhead Ave,Burglary
14618,2010-08-06 00:00:00,600 Block 30th St,Theft From Vehicle
14619,2008-09-01 00:00:00,3000 Block Oneal Pkwy,Theft From Vehicle
14620,2008-04-24 00:00:00,800 Block 11th St,Burglary
14621,2009-06-20 00:00:00,1900 Block 28th St,Theft From Vehicle
14622,2011-09-19 00:00:00,4800 Block Osage Dr,Theft Of Car Parts
14623,2012-06-14 00:00:00,2600 Block Mapleton Ave,Vandalism
14624,2009-02-04 00:00:00,1400 Block Folsom St,Trespassing
14625,2011-02-18 00:00:00,3000 Block 28th St,Assault
14626,2010-05-18 00:00:00,3600 Block Moorhead Ave,Vandalism
14627,2009-08-11 00:00:00,1000 Block 14th St,Vandalism
14628,2008-09-06 00:00:00,1900 Block 28th St,Burglary
14629,2009-10-23 00:00:00,5900 Block Longbow Dr,Trespassing
14630,2010-12-04 00:00:00,2800 Block 10th St,Vandalism
14631,2017-12-02 00:00:00,1500 Block Oak Ave,Auto Theft
14632,2008-07-31 00:00:00,27th Way & Moorhead Ave,Trespassing
14633,2008-06-29 00:00:00,1300 Block Canyon Blvd,Trespassing
14634,2009-07-29 00:00:00,1700 Block Garland Ln,Sex Assault
14635,2009-11-19 00:00:00,1000 Block 13th St,Vandalism
14636,2009-09-06 00:00:00,900 Block 10th St,Vandalism
14637,2010-01-06 00:00:00,1500 Block 48th St,Burglary
14638,2009-10-26 00:00:00,1700 Block Arapahoe Ave,Vandalism
14639,2008-03-25 00:00:00,300 Block Evergreen Ave,Theft From Vehicle
14640,2010-06-18 00:00:00,1300 Block Broadway,Vandalism
14641,2009-01-29 00:00:00,Baseline Rd & Mohawk Dr,Theft From Vehicle
14642,2008-10-02 00:00:00,3200 Block Prairie Ave,Theft From Vehicle
14643,2009-06-18 00:00:00,700 Block Grant Pl,Theft From Vehicle
14644,2008-09-05 00:00:00,1000 Block Kent St,Vandalism
14645,2012-06-14 00:00:00,1500 Block Greenbriar Blvd,Trespassing
14646,2010-12-06 00:00:00,9th St & Marine St,Vandalism
14647,2012-10-16 00:00:00,3200 Block Cripple Creek Trl,Vandalism
14648,2010-12-06 00:00:00,19th St & Spruce St,Vandalism
14649,2009-02-11 00:00:00,4500 Block 19th St,Sex Assault
14650,2009-06-17 00:00:00,1300 Block Oakleaf Cir,Burglary
14651,2011-08-11 00:00:00,1000 Block Pleasant St,Auto Theft
14652,2009-04-13 00:00:00,200 Block Manhattan Dr,Burglary
14653,2011-05-13 00:00:00,1400 Block Euclid Ave,Vandalism
14654,2009-01-23 00:00:00,2100 Block Bluff St,Vandalism
14655,2008-08-18 00:00:00,1200 Block Pearl St,Theft From Vehicle
14656,2010-07-12 00:00:00,4500 Block 19th St,Vandalism
14657,2008-02-28 00:00:00,1500 Block 19th St,Theft From Vehicle
14658,2010-06-23 00:00:00,1600 Block Spruce St,Trespassing
14659,2009-04-28 00:00:00,1700 Block 29th St,Trespassing
14660,2010-01-11 00:00:00,1000 Block 11th St,Theft From Vehicle
14661,2009-10-01 00:00:00,1000 Block Kent St,Vandalism
14662,2008-12-17 00:00:00,1500 Block Pearl St,Vandalism
14663,2012-06-14 00:00:00,1100 Block Pleasant St,Theft From Vehicle
14664,2008-09-22 00:00:00,700 Block 11th St,Vandalism
14665,2009-08-01 00:00:00,3900 Block Promontory Ct,Theft From Vehicle
14666,2012-05-10 00:00:00,900 Block University Ave,Burglary
14667,2008-07-15 00:00:00,2800 Block Iris Ave,Trespassing
14668,2009-05-07 00:00:00,30th St & E Aurora Ave,Robbery
14669,2010-01-07 00:00:00,5600 Block Euclid Pl,Burglary
14670,2008-03-13 00:00:00,1800 Block Grove St,Theft From Vehicle
14671,2008-11-01 00:00:00,700 Block 20th St,Vandalism
14672,2008-10-23 00:00:00,1700 Block Bear Mountain Dr,Burglary
14673,2011-05-13 00:00:00,900 Block Broadway,Assault
14674,2012-01-13 00:00:00,4600 Block Talbot Dr,Vandalism
14675,2009-09-01 00:00:00,5000 Block Butte St,Sex Assault
14676,2011-06-05 00:00:00,2200 Block 16th St,Vandalism
14677,2015-01-02 00:00:00,2000 Block 13th St,Trespassing
14678,2009-07-17 00:00:00,2900 Block E Aurora Ave,Vandalism
14679,2009-03-01 00:00:00,2200 Block Spruce St,Burglary
14680,2009-06-06 00:00:00,7200 Block Augusta Dr,Vandalism
14681,2010-03-25 00:00:00,2700 Block Moorhead Ave,Burglary
14682,2009-01-14 00:00:00,2700 Block Folsom St,Theft From Vehicle
14683,2008-11-30 00:00:00,1000 Block Pearl St,Assault
14684,2008-05-31 00:00:00,2500 Block Arapahoe Ave,Trespassing
14685,2008-03-29 00:00:00,1500 Block Wildwood Ln,Burglary
14686,2010-05-28 00:00:00,1600 Block 28th St,Vandalism
14687,2008-07-06 00:00:00,1800 Block Columbine Ave,Vandalism
14688,2010-07-06 00:00:00,5400 Block Illini Way,Vandalism
14689,2008-03-26 00:00:00,900 Block Pleasant St,Theft From Vehicle
14690,2008-02-13 00:00:00,500 Block Aztec Dr,Burglary
14691,2008-03-17 00:00:00,1100 Block 12th St,Vandalism
14692,2008-03-20 00:00:00,2245 Block Broadway,Vandalism
14693,2009-05-26 00:00:00,1500 Block Cascade Ave,Burglary
14694,2008-08-18 00:00:00,2700 Block Arapahoe Ave,Trespassing
14695,2008-12-18 00:00:00,1000 Block University Ave,Vandalism
14696,2009-02-27 00:00:00,1900 Block Alpine Ave,Burglary
14697,2012-04-06 00:00:00,1800 Block 17th St,Sex Assault
14698,2011-02-19 00:00:00,1800 Block Broadway,Sex Assault
14699,2009-03-11 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
14700,2009-05-23 00:00:00,4800 Block Baseline Rd,Vandalism
14701,2008-05-21 00:00:00,200 Block Pearl St,Vandalism
14702,2008-10-25 00:00:00,300 Block Broadway,Incident
14703,2009-03-03 00:00:00,1100 Block 13th St,Vandalism
14704,2010-05-23 00:00:00,1300 Block 9th St,Theft From Vehicle
14705,2012-04-04 00:00:00,1100 Block Pearl St,Incident
14706,2010-06-21 00:00:00,3800 Block Northbrook Dr,Burglary
14707,2009-03-04 00:00:00,3000 Block Oneal Py,Theft From Vehicle
14708,2009-02-04 00:00:00,1400 Block Bluebell Ave,Vandalism
14709,2008-07-06 00:00:00,900 Block College Ave,Burglary
14710,2009-05-11 00:00:00,2700 Block Glenwood Dr,Theft From Vehicle
14711,2008-09-05 00:00:00,2800 Block Kalmia Ave,Vandalism
14712,2009-05-28 00:00:00,3000 Block 7th St,Vandalism
14713,2009-07-19 00:00:00,1900 Block 55th St,Theft From Vehicle
14714,2008-12-01 00:00:00,900 Block Grandview Ave,Incident
14715,2008-01-03 00:00:00,2900 Block Bixby Ave,Theft From Vehicle
14716,2008-08-13 00:00:00,1500 Block 11th St,Auto Theft
14717,2010-03-03 00:00:00,1000 Block Oakdale Pl,Vandalism
14718,2010-06-25 00:00:00,2200 Block Mariposa Ave,Theft From Vehicle
14719,2011-07-27 00:00:00,1000 Block University Ave,Vandalism
14720,2009-04-28 00:00:00,4500 Block 19th St,Burglary
14721,2010-04-17 00:00:00,3600 Block Roundtree Ct,Vandalism
14722,2009-04-10 00:00:00,2800 Block Arapahoe Ave,Auto Theft
14723,2009-01-06 00:00:00,Broadway & Marine St,Vandalism
14724,2008-03-12 00:00:00,1800 Block Walnut St,Theft From Vehicle
14725,2008-10-27 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
14726,2011-09-23 00:00:00,700 Block 28th St,Theft From Vehicle
14727,2008-06-16 00:00:00,1900 Block Aurora Ave,Burglary
14728,2010-07-14 00:00:00,5200 Block Arapahoe Ave,Vandalism
14729,2008-06-13 00:00:00,5901 Block Wellington Rd,Burglary
14730,2010-05-29 00:00:00,1800 Block 13th St,Sex Assault
14731,2008-06-11 00:00:00,100 Block Manhatan Dr,Theft Of Car Parts
14732,2011-01-09 00:00:00,700 Block 18th St,Sex Assault
14733,2010-04-29 00:00:00,1300 Block Elder Ave,Vandalism
14734,2009-03-21 00:00:00,1000 Block Pearl St,Sex Assault
14735,2009-01-22 00:00:00,4500 Block 19th St,Assault
14736,2012-01-23 00:00:00,6000 Block Spine Rd,Burglary
14737,2009-10-17 00:00:00,1000 Block 11th St,Vandalism
14738,2010-08-08 00:00:00,500 Block Pleasant St,Vandalism
14739,2010-05-23 00:00:00,1100 Block Jay St,Theft From Vehicle
14740,2009-11-07 00:00:00,1300 Block Rosewood Ave,Vandalism
14741,2008-10-04 00:00:00,1100 Block College Ave,Burglary
14742,2010-02-26 00:00:00,1100 Block 10th St,Vandalism
14743,2010-02-25 00:00:00,2700 Block Baseline Rd,Theft From Vehicle
14744,2009-04-11 00:00:00,4000 Block Gilpin Dr,Vandalism
14745,2009-04-26 00:00:00,3100 Block 34th St,Assault
14746,2011-07-23 00:00:00,1700 Block Aurora Ave,Theft From Vehicle
14747,2008-05-29 00:00:00,1700 Block 29th St,Vandalism
14748,2012-08-02 00:00:00,800 Block Pearl St,Trespassing
14749,2009-02-11 00:00:00,1700 Block 17th St,Vandalism
14750,2008-03-22 00:00:00,3000 Block Edison Ct,Theft From Vehicle
14751,2011-09-13 00:00:00,1600 Block 29th St,Theft From Vehicle
14752,2008-01-23 00:00:00,900 Block Pearl St,Trespassing
14753,2012-06-19 00:00:00,3100 Block 28th St,Trespassing
14754,2009-06-01 00:00:00,300 Block Broadway,Sex Assault
14755,2008-05-01 00:00:00,3500 Block Arthur Ct,Theft From Vehicle
14756,2010-04-09 00:00:00,200 Block Manhattan Dr,Vandalism
14757,2008-06-10 00:00:00,4700 Block Table Mesa Dr,Burglary
14758,2012-08-02 00:00:00,900 Block 7th St,Trespassing
14759,2012-07-18 00:00:00,2100 Block Mapleton Ave,Incident
14760,2010-05-10 00:00:00,2900 Block E Aurora Ave,Burglary
14761,2008-05-13 00:00:00,3100 Block E Sterling Cr,Vandalism
14762,2008-02-29 00:00:00,4400 Block Hamilton Ct,Trespassing
14763,2009-08-19 00:00:00,800 Block Euclid Ave,Theft From Vehicle
14764,2008-12-05 00:00:00,2700 Block Taft Dr,Theft Of Car Parts
14765,2013-09-04 00:00:00,2100 Block Central Ave,Theft From Vehicle
14766,2008-05-17 00:00:00,1800 Block Broadway,Vandalism
14767,2009-03-11 00:00:00,2900 Block Eagle Way,Theft From Vehicle
14768,2008-10-26 00:00:00,Benthaven Pl & Lehigh St,Theft From Vehicle
14769,2008-04-05 00:00:00,3300 Block Chisholm Trl,Theft From Vehicle
14770,2008-04-28 00:00:00,2600 Block Valmont Rd,Vandalism
14771,2008-05-20 00:00:00,1600 Block Walnut St,Burglary
14772,2009-10-17 00:00:00,1000 Block Pleasant St,Burglary
14773,2008-10-10 00:00:00,800 Block Walnut St,Trespassing
14774,2010-04-09 00:00:00,800 Block 18th St,Burglary
14775,2008-10-19 00:00:00,1000 Block Pennsylvania Ave,Vandalism
14776,2009-05-25 00:00:00,300 Block S 38th St,Burglary
14777,2009-02-02 00:00:00,5300 Block Desert Mountain Ct,Trespassing
14778,2009-07-28 00:00:00,4600 Block 18th St,Theft From Vehicle
14779,2012-11-30 00:00:00,600 Block Broadway,Incident
14780,2012-11-18 00:00:00,2300 Block Glenwood Dr,Theft From Vehicle
14781,2009-09-16 00:00:00,3900 Block 28th St,Burglary
14782,2008-04-10 00:00:00,00 Block Huron Ct,Vandalism
14783,2008-04-26 00:00:00,1100 Block University Ave,Robbery
14784,2008-05-03 00:00:00,1000 Block Rose Hill Dr,Incident
14785,2009-08-21 00:00:00,800 Block Delwood Ave,Vandalism
14786,2008-09-15 00:00:00,4800 Block Franklin Dr,Vandalism
14787,2008-06-12 00:00:00,1100 Block Pearl St,Assault
14788,2009-04-13 00:00:00,17th St & Cascade Ave,Vandalism
14789,2009-06-26 00:00:00,3500 Block 28th St,Vandalism
14790,2008-06-14 00:00:00,1700 Block 14th St,Trespassing
14791,2009-08-29 00:00:00,1000 Block 11th St,Burglary
14792,2009-08-20 00:00:00,2200 Block 19th St,Theft From Vehicle
14793,2012-07-20 00:00:00,4200 Block Table Mesa Dr,Vandalism
14794,2008-05-12 00:00:00,2800 Block Cordry Ct,Burglary
14795,2010-05-09 00:00:00,800 Block 17th St,Vandalism
14796,2012-12-26 00:00:00,600 Block S Broadway,Burglary
14797,2008-01-24 00:00:00,2800 Block E Aurora Ave,Assault
14798,2012-06-08 00:00:00,400 Block Harvard Ln,Theft From Vehicle
14799,2009-01-02 00:00:00,2400 Block Baseline Rd,Incident
14800,2008-08-21 00:00:00,2800 Block E Aurora Ave,Vandalism
14801,2008-09-27 00:00:00,3200 Block 47th St,Theft From Vehicle
14802,2011-11-14 00:00:00,2700 Block Broadway,Vandalism
14803,2010-03-26 00:00:00,300 Block Arapahoe Ave,Vandalism
14804,2008-06-18 00:00:00,5700 Block Arapahoe Ave,Theft Of Car Parts
14805,2012-12-12 00:00:00,300 Block 32nd St,Theft From Vehicle
14806,2008-12-19 00:00:00,700 Block Mohawk Dr,Incident
14807,2010-01-21 00:00:00,700 Block Toedtli Dr,Theft Of Car Parts
14808,2012-12-03 00:00:00,1000 Block University Ave,Burglary
14809,2008-08-24 00:00:00,900 Block Marine St,Sex Assault
14810,2011-08-01 00:00:00,2200 Block Walnut St,Vandalism
14811,2011-11-06 00:00:00,1100 Block 11th St,Vandalism
14812,2009-03-31 00:00:00,700 Block 29th St,Burglary
14813,2011-08-27 00:00:00,900 Block 17th St,Burglary
14814,2010-07-16 00:00:00,900 Block Miami Wy,Theft From Vehicle
14815,2011-07-11 00:00:00,Crime occurred at an unknown location,Theft From Vehicle
14816,2012-01-20 00:00:00,1000 Block 14th St,Trespassing
14817,2010-08-29 00:00:00,4100 Block E Aurora Ave,Vandalism
14818,2009-09-03 00:00:00,1100 Block 9th St,Vandalism
14819,2011-01-07 00:00:00,3100 Block Airport Rd,Assault
14820,2008-01-12 00:00:00,30th St & Arapahoe Ave,Incident
14821,2008-06-06 00:00:00,700 Block S Lashley Ln,Theft From Vehicle
14822,2011-08-31 00:00:00,1100 Block 13th St,Vandalism
14823,2008-07-30 00:00:00,1500 Block Broadway,Burglary
14824,2010-11-13 00:00:00,1100 Block Walnut St,Vandalism
14825,2008-04-28 00:00:00,3100 Block Gamow Ln,Theft From Vehicle
14826,2012-05-04 00:00:00,3000 Block 28th St,Indecent Exposure
14827,2010-03-12 00:00:00,1700 Block 48th St,Vandalism
14828,2008-12-02 00:00:00,1600 Block 28th St,Theft From Vehicle
14829,2008-08-16 00:00:00,1700 Block 28th St,Assault
14830,2009-11-01 00:00:00,2700 Block Juniper Ave,Burglary
14831,2009-08-23 00:00:00,1600 Block Pine St,Vandalism
14832,2012-12-04 00:00:00,1100 Block 12th St,Vandalism
14833,2012-05-04 00:00:00,100 Block Iroquois Dr,Theft From Vehicle
14834,2011-10-20 00:00:00,14th St & Spruce St,Vandalism
14835,2008-11-23 00:00:00,1500 Block 30th St,Trespassing
14836,2012-04-28 00:00:00,1100 Block 13th St,Auto Theft
14837,2010-08-30 00:00:00,Folsom St & Taft Dr,Vandalism
14838,2009-04-23 00:00:00,900 Block Marine St,Vandalism
14839,2008-03-15 00:00:00,Lincoln Pl & Marine St,Assault
14840,2008-02-10 00:00:00,4800 Block Baseline Rd,Vandalism
14841,2009-06-09 00:00:00,1500 Block 30th St,Vandalism
14842,2011-08-18 00:00:00,14th St & Canyon Blvd,Vandalism
14843,2011-07-30 00:00:00,900 Block Pleasant St,Vandalism
14844,2010-04-19 00:00:00,4600 Block 15th St,Theft From Vehicle
14845,2011-01-07 00:00:00,2400 Block Cragmore Rd,Vandalism
14846,2011-07-11 00:00:00,1100 Block 30th St,Vandalism
14847,2008-06-23 00:00:00,20th St & Goss St,Auto Theft
14848,2011-07-23 00:00:00,2800 Block Pearl St,Incident
14849,2008-01-10 00:00:00,1600 Block Broadway,Theft From Vehicle
14850,2012-10-27 00:00:00,1400 Block Mapleton Ave,Trespassing
14851,2011-06-22 00:00:00,1000 Block 16th St,Vandalism
14852,2012-12-19 00:00:00,2700 Block Moorhead Ave,Vandalism
14853,2010-07-03 00:00:00,2700 Block Folsom St,Trespassing
14854,2008-04-29 00:00:00,3000 Block Broadway,Burglary
14855,2008-02-24 00:00:00,900 Block 11th St,Vandalism
14856,2009-09-24 00:00:00,800 Block Arapahoe Ave,Incident
14857,2008-07-11 00:00:00,700 Block Arapahoe Ave,Theft From Vehicle
14858,2009-05-11 00:00:00,1600 Block Lee Hill Dr,Theft From Vehicle
14859,2009-05-25 00:00:00,3400 Block 47th St,Vandalism
14860,2009-04-30 00:00:00,1400 Block Canyon Bv,Auto Theft
14861,2009-04-13 00:00:00,3100 Block Bell Dr,Burglary
14862,2009-03-16 00:00:00,1000 Block Adams Cir,Theft From Vehicle
14863,2009-08-15 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
14864,2011-11-05 00:00:00,27th Way & Baseline Rd,Vandalism
14865,2011-09-09 00:00:00,2600 Block Broadway,Theft From Vehicle
14866,2011-12-18 00:00:00,900 Block Pearl St,Vandalism
14867,2009-06-18 00:00:00,700 Block 9th St,Theft From Vehicle
14868,2008-11-01 00:00:00,19th St & Iris Ave,Theft From Vehicle
14869,2010-11-20 00:00:00,18th St & Aurora Ave,Vandalism
14870,2010-07-14 00:00:00,2100 Block 30th St,Burglary
14871,2009-04-17 00:00:00,1300 Block Broadway,Assault
14872,2009-07-08 00:00:00,1600 Block 28th St,Burglary
14873,2010-05-30 00:00:00,18th St & Cascade Ave,Vandalism
14874,2009-03-16 00:00:00,900 Block Arapahoe Ave,Trespassing
14875,2008-07-22 00:00:00,1900 Block 63rd St,Incident
14876,2013-02-06 00:00:00,5000 Block Butte St,Robbery
14877,2010-12-14 00:00:00,Arapahoe Ave & Broadway,Vandalism
14878,2011-07-07 00:00:00,1000 Block Hawthorne Ave,Trespassing
14879,2012-08-15 00:00:00,3400 Block Dartmouth Ave,Vandalism
14880,2009-12-13 00:00:00,2300 Block Linden Ave,Burglary
14881,2009-11-04 00:00:00,1600 Block Mapleton Ave,Burglary
14882,2009-11-02 00:00:00,900 Block 28th St,Incident
14883,2008-06-22 00:00:00,3910 Block Table Mesa Dr,Theft From Vehicle
14884,2009-08-09 00:00:00,1700 Block 22nd St,Theft Of Car Parts
14885,2008-10-06 00:00:00,5400 Block Airport Bv,Vandalism
14886,2010-03-18 00:00:00,5600 Block Arapahoe Ave,Burglary
14887,2009-08-30 00:00:00,13th St & Arapahoe Ave,Assault
14888,2012-01-19 00:00:00,1100 Block 13th St,Trespassing
14889,2011-07-07 00:00:00,1700 Block 28th St,Trespassing
14890,2012-08-22 00:00:00,Adams Cir & Kent St,Theft From Vehicle
14891,2011-06-09 00:00:00,1600 Block Broadway,Vandalism
14892,2010-04-27 00:00:00,2700 Block Moorhead Ave,Theft From Vehicle
14893,2008-12-07 00:00:00,3900 Block Fuller Ct,Sex Assault
14894,2008-11-04 00:00:00,1700 Block Pearl St,Burglary
14895,2008-09-19 00:00:00,1000 Block Adams Cir,Theft From Vehicle
14896,2009-11-01 00:00:00,1000 Block Lincoln Pl,Trespassing
14897,2009-03-11 00:00:00,5300 Block Pinehurst Ct,Sex Assault
14898,2009-05-27 00:00:00,2900 Block Glenwood Dr,Vandalism
14899,2011-05-13 00:00:00,17th St & Pearl St,Vandalism
14900,2010-07-07 00:00:00,2500 Block Baseline Rd,Trespassing
14901,2008-02-22 00:00:00,1500 Block Broadway,Assault
