FID,REPORTDATE,BLOCKADD,OFFENSE
14153,2009-07-26 00:00:00,2300 Block Canyon Blvd,Theft From Vehicle
14154,2009-07-04 00:00:00,2600 Block Briarwood Dr,Vandalism
14155,2008-05-30 00:00:00,2000 Block Spruce St,Incident
14156,2008-02-21 00:00:00,5700 Block Central Ave,Burglary
14157,2008-09-24 00:00:00,1800 Block Joliet Way,Burglary
14158,2008-04-26 00:00:00,600 Block Emporia Rd,Vandalism
14159,2008-08-04 00:00:00,3100 Block 34th St,Vandalism
14160,2008-07-04 00:00:00,2900 Block 5th St,Vandalism
14161,2009-09-08 00:00:00,34th St & Valmont Rd,Vandalism
14162,2010-04-22 00:00:00,3000 Block Fulton Cr,Theft Of Car Parts
14163,2008-05-27 00:00:00,800 Block 20th St,Vandalism
14164,2008-05-17 00:00:00,1800 Block 19th St,Vandalism
14165,2009-08-31 00:00:00,5300 Block Centennial Trl,Burglary
14166,2011-12-13 00:00:00,3100 Block Bucknell Ct,Vandalism
14167,2008-05-20 00:00:00,500 Block Mohawk Dr,Vandalism
14168,2010-03-16 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
14169,2008-08-15 00:00:00,2600 Block Mapleton Ave,Vandalism
14170,2010-03-02 00:00:00,1600 Block 30th St,Trespassing
14171,2010-11-17 00:00:00,3100 Block Bucknell Ct,Vandalism
14172,2010-05-06 00:00:00,2800 Block Baseline Rd,Trespassing
14173,2012-06-07 00:00:00,3100 Block Big Horn St,Auto Theft
14174,2009-08-05 00:00:00,200 Block Pearl St,Auto Theft
14175,2009-01-31 00:00:00,27th St & Pine St,Incident
14176,2008-07-19 00:00:00,700 Block Marine St,Burglary
14177,2008-02-14 00:00:00,1800 Block 15th St,Incident
14178,2008-08-26 00:00:00,3100 Block Bluff St,Burglary
14179,2011-10-18 00:00:00,900 Block Broadway,Burglary
14180,2010-01-05 00:00:00,700 Block 35th St,Burglary
14181,2009-08-09 00:00:00,11th St & Spruce St,Theft From Vehicle
14182,2010-03-26 00:00:00,1400 Block Canyon Bv,Trespassing
14183,2010-11-02 00:00:00,2900 Block E Aurora Ave,Vandalism
14184,2008-02-12 00:00:00,55th St & Pearl Pkwy,Robbery
14185,2012-01-03 00:00:00,2500 Block Table Mesa Dr,Vandalism
14186,2008-07-26 00:00:00,3100 Block 34th St,Auto Theft
14187,2008-12-13 00:00:00,5000 Block Valmont Rd,Trespassing
14188,2008-08-01 00:00:00,4400 Block Laguna Pl,Incident
14189,2010-05-29 00:00:00,3600 Block Arapahoe Ave,Theft From Vehicle
14190,2008-07-04 00:00:00,900 Block Grandview Ave,Vandalism
14191,2010-06-15 00:00:00,5400 Block White Pl,Burglary
14192,2009-04-11 00:00:00,500 Block Aztec Dr,Vandalism
14193,2009-12-31 00:00:00,61st St & Valmont Rd,Incident
14194,2008-02-25 00:00:00,2600 Block Taft Dr,Vandalism
14195,2009-08-03 00:00:00,2800 Block Shadow Creek Dr,Auto Theft
14196,2009-05-01 00:00:00,1700 Block 30th St,Vandalism
14197,2010-07-10 00:00:00,2900 Block Bixby Ave,Burglary
14198,2008-04-20 00:00:00,2700 Block Moorhead Ave,Sex Assault
14199,2009-07-08 00:00:00,Crime occurred at an unknown location,Auto Theft
14200,2008-07-11 00:00:00,4400 Block Grinnell Ave,Theft From Vehicle
14201,2008-01-14 00:00:00,3100 Block Folsom St,Theft From Vehicle
14202,2008-12-03 00:00:00,1700 Block Arapahoe Ave,Vandalism
14203,2008-05-05 00:00:00,Crime occurred at an unknown location,Vandalism
14204,2010-04-22 00:00:00,17th St & Broadway,Vandalism
14205,2011-08-02 00:00:00,1300 Block College Ave,Vandalism
14206,2011-12-02 00:00:00,1300 Block Pearl St,Trespassing
14207,2009-01-08 00:00:00,900 Block University Ave,Burglary
14208,2010-09-15 00:00:00,1500 Block Broadway,Trespassing
14209,2008-08-22 00:00:00,3200 Block Longwood Ave,Vandalism
14210,2008-04-08 00:00:00,2500 Block Arapahoe Ave,Burglary
14211,2010-03-08 00:00:00,1000 Block Canyon Bv,Trespassing
14212,2012-10-05 00:00:00,1100 Block Lincoln Pl,Burglary
14213,2010-01-14 00:00:00,1800 Block Sumac Ave,Incident
14214,2010-01-08 00:00:00,3100 Block 29th St,Theft From Vehicle
14215,2009-05-15 00:00:00,3100 Block 14th St,Burglary
14216,2010-12-09 00:00:00,Alpine Ave & Broadway,Incident
14217,2009-07-25 00:00:00,4000 Block Nevis St,Burglary
14218,2009-03-15 00:00:00,4700 Block Baseline Rd,Robbery
14219,2008-06-27 00:00:00,2000 Block Bluebell Ave,Vandalism
14220,2010-08-30 00:00:00,1600 Block Arapahoe Ave,Vandalism
14221,2009-03-07 00:00:00,2900 Block Glenwood Dr,Theft From Vehicle
14222,2011-02-22 00:00:00,2800 Block Bluff St,Burglary
14223,2009-06-17 00:00:00,1900 Block Goss St,Vandalism
14224,2008-07-18 00:00:00,500 Block 30th St,Trespassing
14225,2008-08-08 00:00:00,1100 Block Hawthorne Ave,Vandalism
14226,2008-03-01 00:00:00,2700 Block Arapahoe Ave,Trespassing
14227,2009-04-24 00:00:00,1600 Block 30th St,Theft From Vehicle
14228,2009-03-07 00:00:00,2900 Block Glenwood Dr,Theft From Vehicle
14229,2008-06-26 00:00:00,2800 Block Wilderness Pl,Vandalism
14230,2009-03-10 00:00:00,1300 Block Spruce St,Vandalism
14231,2008-03-25 00:00:00,1400 Block Hawthorne Ave,Theft From Vehicle
14232,2008-06-25 00:00:00,4300 Block 13th St,Sex Assault
14233,2008-03-07 00:00:00,900 Block 10th St,Theft From Vehicle
14234,2008-06-07 00:00:00,2300 Block Spruce St,Sex Assault
14235,2009-10-30 00:00:00,3100 Block 28th St,Assault
14236,2012-07-28 00:00:00,800 Block Mcintire St,Theft From Vehicle
14237,2012-05-12 00:00:00,19th St & Cascade Ave,Vandalism
14238,2009-09-26 00:00:00,2000 Block Baseline Rd,Vandalism
14239,2009-10-09 00:00:00,1400 Block Violet Ave,Assault
14240,2012-09-21 00:00:00,3100 Block Madison Ave,Vandalism
14241,2009-11-20 00:00:00,2400 Block Central Ave,Incident
14242,2009-09-24 00:00:00,5600 Block Arapahoe Ave,Incident
14243,2009-04-28 00:00:00,1000 Block Lee Hill Dr,Burglary
14244,2008-01-14 00:00:00,2200 Block Canyon Blvd,Vandalism
14245,2009-06-13 00:00:00,3400 Block Madison Ave,Auto Theft
14246,2008-04-27 00:00:00,1650 Block Broadway,Trespassing
14247,2009-01-27 00:00:00,2000 Block Walnut St,Trespassing
14248,2012-12-13 00:00:00,3600 Block Table Mesa Dr,Vandalism
14249,2010-07-15 00:00:00,00 Block S 32nd St,Theft From Vehicle
14250,2008-10-30 00:00:00,1500 Block 30th St,Vandalism
14251,2009-12-28 00:00:00,2200 Block Central Ave,Incident
14252,2008-01-10 00:00:00,1900 Block 28th St,Vandalism
14253,2009-04-30 00:00:00,23rd St & Bluff St,Theft From Vehicle
14254,2012-04-13 00:00:00,800 Block Chinle Ave,Incident
14255,2009-11-10 00:00:00,1100 Block Linden Av,Theft From Vehicle
14256,2011-12-07 00:00:00,5000 Block Pennsylvania Ave,Vandalism
14257,2011-09-23 00:00:00,2200 Block Mariposa Ave,Burglary
14258,2010-01-26 00:00:00,1600 Block Arapahoe Ave,Vandalism
14259,2008-10-29 00:00:00,16th St & Baseline Rd,Incident
14260,2010-04-28 00:00:00,800 Block University Ave,Vandalism
14261,2010-03-31 00:00:00,3300 Block 28th St,Trespassing
14262,2009-08-25 00:00:00,2900 Block 23rd St,Burglary
14263,2009-11-02 00:00:00,1000 Block 10th St,Vandalism
14264,2012-08-14 00:00:00,2000 Block 5th St,Theft From Vehicle
14265,2009-10-20 00:00:00,1400 Block Lincoln Pl,Burglary
14266,2008-06-25 00:00:00,5000 Block Butte St,Trespassing
14267,2008-01-14 00:00:00,1400 Block Spruce St,Auto Theft
14268,2010-12-10 00:00:00,2100 Block Mariposa Ave,Burglary
14269,2008-04-26 00:00:00,3300 Block Sentinel Dr,Theft From Vehicle
14270,2008-07-21 00:00:00,1600 Block Redwood Ave,Auto Theft
14271,2009-11-03 00:00:00,3100 Block Broadway,Vandalism
14272,2008-03-31 00:00:00,3300 Block Oneal Py,Theft From Vehicle
14273,2010-01-04 00:00:00,2900 Block Pearl St,Trespassing
14274,2009-08-21 00:00:00,1200 Block Pearl St,Vandalism
14275,2012-07-13 00:00:00,600 Block S Broadway,Auto Theft
14276,2012-07-28 00:00:00,900 Block Pennsylvania Ave,Assault
14277,2012-07-20 00:00:00,1600 Block Broadway,Incident
14278,2008-12-09 00:00:00,1700 Block 15th St,Incident
14279,2008-05-28 00:00:00,4900 Block Broadway,Incident
14280,2012-11-17 00:00:00,2500 Block Arapahoe Ave,Burglary
14281,2010-07-18 00:00:00,200 Block Pearl St,Trespassing
14282,2009-01-19 00:00:00,4500 Block Laguna Pl,Vandalism
14283,2010-01-09 00:00:00,1200 Block College Ave,Burglary
14284,2009-04-29 00:00:00,2800 Block 17th St,Burglary
14285,2011-06-22 00:00:00,2000 Block 13th St,Vandalism
14286,2009-08-20 00:00:00,1600 Block 30th St,Robbery
14287,2009-04-07 00:00:00,800 Block Inca Pkwy,Theft From Vehicle
14288,2008-09-12 00:00:00,2800 Block Lafayette Dr,Burglary
14289,2008-06-06 00:00:00,3000 Block Center Green Dr,Vandalism
14290,2012-06-29 00:00:00,1900 Block 28th St,Trespassing
14291,2009-08-30 00:00:00,1500 Block Eisenhower Dr,Motorcycle Theft
14292,2008-11-10 00:00:00,6400 Block Odell Pl,Vandalism
14293,2008-05-09 00:00:00,2700 Block Baseline Rd,Vandalism
14294,2010-06-25 00:00:00,1800 Block Walnut St,Theft From Vehicle
14295,2012-03-06 00:00:00,1500 Block Broadway,Burglary
14296,2009-10-06 00:00:00,1500 Block Greenbriar Blvd,Vandalism
14297,2010-10-31 00:00:00,2800 Block E College Ave,Burglary
14298,2012-07-13 00:00:00,3700 Block Cedarlodge St,Sex Assault
14299,2009-01-23 00:00:00,700 Block Marine St,Burglary
14300,2011-10-24 00:00:00,2800 Block 30th St,Vandalism
14301,2008-07-07 00:00:00,900 Block Arapahoe Ave,Vandalism
14302,2009-02-23 00:00:00,300 Block Pearl St,Incident
14303,2010-03-25 00:00:00,600 Block S 40th St,Theft From Vehicle
14304,2008-10-08 00:00:00,1300 Block 19th St,Theft From Vehicle
14305,2011-06-22 00:00:00,1500 Block 30th St,Trespassing
14306,2009-04-18 00:00:00,3100 Block Madison Ave,Auto Theft
14307,2008-07-02 00:00:00,700 Block Broadway,Auto Theft
14308,2011-01-03 00:00:00,1100 Block 30th St,Vandalism
14309,2008-05-07 00:00:00,1800 Block 18th St,Burglary
14310,2011-10-08 00:00:00,1000 Block Grandview Ave,Burglary
14311,2011-09-19 00:00:00,2400 Block Canyon Blvd,Theft From Vehicle
14312,2009-02-26 00:00:00,1900 Block Beacon Ct,Burglary
14313,2009-08-23 00:00:00,1000 Block Marine St,Vandalism
14314,2008-11-15 00:00:00,1100 Block Walnut St,Trespassing
14315,2008-08-15 00:00:00,2500 Block 30th St,Auto Theft
14316,2010-07-02 00:00:00,3000 Block Valmont Rd,Vandalism
14317,2008-03-09 00:00:00,1000 Block Tantra Park Cir,Burglary
14318,2012-11-03 00:00:00,1000 Block University Ave,Burglary
14319,2009-06-13 00:00:00,Colorado Ave & Monroe Dr,Vandalism
14320,2010-06-25 00:00:00,700 Block 28th St,Trespassing
14321,2012-05-22 00:00:00,1000 Block Pleasant St,Burglary
14322,2011-09-19 00:00:00,1900 Block Orchard Ave,Theft From Vehicle
14323,2010-05-20 00:00:00,13th St & Arapahoe Ave,Sex Assault
14324,2008-09-18 00:00:00,900 Block Baseline Rd,Theft From Vehicle
14325,2012-07-28 00:00:00,1200 Block College Ave,Burglary
14326,2010-05-02 00:00:00,3400 Block Madison Ave,Burglary
14327,2008-03-11 00:00:00,2800 Block Pearl St,Incident
14328,2008-06-10 00:00:00,400 Block Highland Ave,Theft From Vehicle
14329,2010-02-15 00:00:00,1100 Block Grandview Ave,Vandalism
14330,2008-12-03 00:00:00,1500 Block Pearl St,Theft From Vehicle
14331,2009-07-22 00:00:00,900 Block 16th St,Vandalism
14332,2009-05-11 00:00:00,1800 Block Tansy Pl,Theft From Vehicle
14333,2009-03-06 00:00:00,800 Block 17th St,Burglary
14334,2012-03-06 00:00:00,1100 Block Monroe Dr,Vandalism
14335,2008-11-08 00:00:00,4800 Block Sterling Dr,Burglary
14336,2009-04-24 00:00:00,800 Block 12th St,Vandalism
14337,2010-08-05 00:00:00,1800 Block 13th St,Vandalism
14338,2010-07-25 00:00:00,1000 Block Tantra Park Cr,Burglary
14339,2012-03-10 00:00:00,2500 Block Pine St,Burglary
14340,2008-12-06 00:00:00,1200 Block College Ave,Vandalism
14341,2012-07-19 00:00:00,3300 Block 28th St,Robbery
14342,2009-03-13 00:00:00,3000 Block Corona Tr,Theft From Vehicle
14343,2017-05-29 00:00:00,4500 Block 19th St,Burglary
14344,2010-05-29 00:00:00,600 Block S Broadway,Vandalism
14345,2009-12-04 00:00:00,1100 Block 11th St,Burglary
14346,2012-05-22 00:00:00,1100 Block Balsam Ave,Assault
14347,2008-09-19 00:00:00,700 Block 14th St,Vandalism
14348,2008-04-05 00:00:00,1900 Block 11th St,Incident
14349,2009-01-29 00:00:00,1600 Block 18th St,Trespassing
14350,2008-03-08 00:00:00,2601 Block Tumwater Ln,Burglary
14351,2011-10-07 00:00:00,4800 Block Broadway,Trespassing
14352,2017-06-16 00:00:00,700 Block S 43rd St,Auto Theft
14353,2011-07-07 00:00:00,3900 Block Britting Av,Burglary
14354,2012-11-01 00:00:00,10th St & Marine St,Robbery
14355,2011-12-13 00:00:00,2900 Block Pearl St,Theft From Vehicle
14356,2009-01-25 00:00:00,5500 Block Stonewall Pl,Auto Theft
14357,2009-01-03 00:00:00,2100 Block Walnut St,Theft From Vehicle
14358,2008-03-04 00:00:00,1100 Block Balsam Ave,Recovery
14359,2008-05-23 00:00:00,2500 Block Woodstock Pl,Vandalism
14360,2012-07-28 00:00:00,1400 Block Pearl St,Assault
14361,2008-04-25 00:00:00,2500 Block Sumac Ave,Burglary
14362,2008-07-25 00:00:00,2800 Block 29th St,Assault
14363,2011-09-03 00:00:00,1300 Block Arapahoe Ave,Vandalism
14364,2009-02-11 00:00:00,3300 Block 19th St,Auto Theft
14365,2012-08-05 00:00:00,3100 Block Broadway,Trespassing
14366,2011-01-15 00:00:00,6100 Block Ben Pl,Auto Theft
14367,2010-07-28 00:00:00,3300 Block Madison Ave,Theft From Vehicle
14368,2010-09-11 00:00:00,600 Block Wingate Ave,Burglary
14369,2009-11-19 00:00:00,1300 Block Gillaspie Dr,Vandalism
14370,2013-01-14 00:00:00,2400 Block 9th St,Vandalism
14371,2010-12-06 00:00:00,3600 Block 19th St,Vandalism
14372,2008-03-24 00:00:00,1800 Block 22nd St,Burglary
14373,2011-07-19 00:00:00,5800 Block Orchard Creek Ln,Trespassing
14374,2010-07-21 00:00:00,1100 Block Pennsylvania Ave,Vandalism
14375,2012-05-27 00:00:00,1000 Block Hawthorne Ave,Vandalism
14376,2008-09-04 00:00:00,5000 Block Butte St,Assault
14377,2008-01-26 00:00:00,1000 Block Kent St,Burglary
14378,2011-11-28 00:00:00,600 Block 17th St,Vandalism
14379,2012-05-01 00:00:00,3700 Block Baseline Rd,Vandalism
14380,2008-08-29 00:00:00,3400 Block Heidelberg Dr,Auto Theft
14381,2011-11-28 00:00:00,1800 Block Arapahoe Ave,Vandalism
14382,2009-06-26 00:00:00,1100 Block 13th St,Vandalism
14383,2008-08-24 00:00:00,2800 Block Kalmia Ave,Burglary
14384,2011-11-29 00:00:00,2900 Block Baseline Rd,Vandalism
14385,2009-11-14 00:00:00,3200 Block Foundry Pl,Burglary
14386,2009-11-08 00:00:00,10th St & Euclid Ave,Sex Assault
14387,2012-03-11 00:00:00,1100 Block Grandview Ave,Burglary
14388,2009-02-09 00:00:00,700 Block 38th St,Vandalism
14389,2011-07-31 00:00:00,2400 Block Central Ave,Trespassing
14390,2009-01-07 00:00:00,1100 Block College Ave,Burglary
14391,2009-11-11 00:00:00,2900 Block E Aurora Ave,Incident
14392,2010-07-05 00:00:00,3500 Block Arthur Ct,Vandalism
14393,2008-02-01 00:00:00,Crime occurred at an unknown location,Sex Assault
14394,2012-03-03 00:00:00,1400 Block Pearl St,Trespassing
14395,2009-08-16 00:00:00,1000 Block 13th St,Burglary
14396,2012-01-13 00:00:00,4800 Block Riverbend Rd,Trespassing
14397,2011-11-29 00:00:00,1100 Block Pleasant St,Theft Of Car Parts
14398,2017-12-02 00:00:00,700 Block 31st St,Vandalism
14399,2008-12-20 00:00:00,2000 Block Arapahoe Ave,Burglary
14400,2010-05-27 00:00:00,800 Block Pearl St,Trespassing
14401,2009-09-15 00:00:00,4900 Block Osage Dr,Theft From Vehicle
14402,2010-07-09 00:00:00,300 Block Arapahoe Ave,Trespassing
14403,2008-09-12 00:00:00,1800 Block Joliet Way,Burglary
14404,2009-11-25 00:00:00,1600 Block 30th St,Trespassing
14405,2010-12-06 00:00:00,Apache Rd & Mohawk Dr,Vandalism
14406,2008-12-12 00:00:00,1400 Block Mapleton Ave,Burglary
14407,2012-05-09 00:00:00,1100 Block 35th St,Theft From Vehicle
14408,2009-06-16 00:00:00,2800 Block Mapleton Av,Theft From Vehicle
14409,2012-10-11 00:00:00,800 Block Grant Pl,Vandalism
14410,2010-05-09 00:00:00,3400 Block Colorado Ave,Burglary
14411,2012-07-28 00:00:00,1100 Block Pearl St,Trespassing
14412,2009-04-03 00:00:00,3000 Block Broadway,Recovery
14413,2008-10-23 00:00:00,900 Block Broadway,Theft From Vehicle
14414,2010-04-13 00:00:00,2400 Block Spruce St,Vandalism
14415,2008-01-05 00:00:00,4800 Block 6th St,Burglary
14416,2009-06-04 00:00:00,2700 Block Emerson Ave,Theft From Vehicle
14417,2011-03-09 00:00:00,3950 Block Broadway,Vandalism
14418,2010-07-22 00:00:00,2900 Block 5th St,Burglary
14419,2015-10-02 00:00:00,1100 Block Lincoln Pl,Trespassing
14420,2009-09-23 00:00:00,1100 Block Marine St,Vandalism
14421,2009-11-30 00:00:00,2900 Block 19th St,Vandalism
14422,2011-08-10 00:00:00,1700 Block 21st St,Incident
14423,2011-09-03 00:00:00,6th St & Canyon Blvd,Incident
14424,2008-12-26 00:00:00,900 Block Pennsylvania Ave,Burglary
14425,2008-04-06 00:00:00,2800 Block Pearl St,Incident
14426,2011-01-15 00:00:00,4700 Block W Moorhead Cr,Theft From Vehicle
14427,2011-11-10 00:00:00,2400 Block 23rd St,Trespassing
14428,2009-02-14 00:00:00,1500 Block Broadway,Burglary
14429,2009-04-26 00:00:00,2100 Block Mesa Dr,Vandalism
14430,2009-03-01 00:00:00,700 Block 36th St,Theft From Vehicle
14431,2009-11-24 00:00:00,2500 Block Sumac Ave,Vandalism
14432,2008-02-27 00:00:00,3000 Block Corona Tr,Indecent Exposure
14433,2008-04-05 00:00:00,3500 Block Spring Creek Pl,Vandalism
14434,2010-07-02 00:00:00,3200 Block 28th St,Vandalism
14435,2012-01-21 00:00:00,3000 Block Madison Ave,Auto Theft
14436,2009-03-09 00:00:00,1100 Block University Ave,Burglary
14437,2012-12-21 00:00:00,900 Block Baseline Rd,Theft From Vehicle
14438,2010-07-02 00:00:00,2800 Block Baseline Rd,Trespassing
14439,2008-11-14 00:00:00,1500 Block Bradley Dr,Vandalism
14440,2012-07-14 00:00:00,1100 Block Pleasant St,Auto Theft
14441,2008-12-24 00:00:00,1100 Block Balsam Ave,Trespassing
14442,2008-07-23 00:00:00,600 Block Pennsylvania Ave,Theft From Vehicle
14443,2008-05-11 00:00:00,3000 Block 17th St,Theft From Vehicle
14444,2009-05-20 00:00:00,2400 Block Pine St,Vandalism
14445,2009-11-05 00:00:00,1500 Block Greenbriar Blvd,Burglary
14446,2010-12-27 00:00:00,3800 Block Birchwood Dr,Vandalism
14447,2008-10-18 00:00:00,Broadway & Mapleton Ave,Indecent Exposure
14448,2008-08-06 00:00:00,900 Block Grandview Ave,Vandalism
14449,2010-09-03 00:00:00,1100 Block Pearl St,Trespassing
14450,2009-12-15 00:00:00,2500 Block Baseline Rd,Trespassing
14451,2010-06-04 00:00:00,300 Block 30th St,Incident
14452,2009-11-20 00:00:00,3100 Block Bucknell Ct,Assault
14453,2009-10-04 00:00:00,3400 Block 22nd St,Vandalism
14454,2008-10-22 00:00:00,2600 Block Mapleton Ave,Vandalism
14455,2009-02-11 00:00:00,1000 Block Canyon Blvd,Vandalism
14456,2010-05-23 00:00:00,6th St & Canyon Bv,Auto Theft
14457,2008-12-19 00:00:00,3300 Block 28th St,Incident
14458,2010-08-24 00:00:00,1100 Block University Ave,Burglary
14459,2012-07-20 00:00:00,600 Block Spruce St,Vandalism
14460,2009-10-26 00:00:00,1500 Block Grove St,Vandalism
14461,2009-03-12 00:00:00,1600 Block Arapahoe Ave,Assault
14462,2012-12-23 00:00:00,1300 Block 28th St,Burglary
14463,2008-08-21 00:00:00,3100 Block Madison Ave,Incident
14464,2010-04-04 00:00:00,1800 Block Alpine Ave,Incident
14465,2013-01-30 00:00:00,900 Block Pearl St,Trespassing
14466,2008-10-02 00:00:00,1400 Block Yarmouth Ave,Vandalism
14467,2009-08-11 00:00:00,800 Block Pearl St,Trespassing
14468,2012-01-22 00:00:00,3000 Block Center Green Dr,Vandalism
14469,2012-01-13 00:00:00,2900 Block Kalmia Ave,Vandalism
14470,2009-10-15 00:00:00,19th St & Cascade Ave,Assault
14471,2008-10-25 00:00:00,1200 Block Pleasant St,Burglary
14472,2009-10-19 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
14473,2008-06-18 00:00:00,2900 Block Shady Hollow E,Assault
14474,2008-08-29 00:00:00,2300 Block 20th St,Vandalism
14475,2008-01-04 00:00:00,1700 Block Sumac Ave,Vandalism
14476,2012-06-07 00:00:00,1400 Block Pearl St,Assault
14477,2011-01-12 00:00:00,3700 Block Baseline Rd,Incident
14478,2008-04-06 00:00:00,2600 Block 4th St,Burglary
14479,2010-03-29 00:00:00,200 Block S 39th St,Theft From Vehicle
14480,2011-08-02 00:00:00,1085 Block Broadway,Vandalism
14481,2010-06-25 00:00:00,2800 Block Pearl St,Trespassing
14482,2008-01-10 00:00:00,3100 Block Broadway,Burglary
14483,2012-07-13 00:00:00,2900 Block Baseline Rd,Trespassing
14484,2009-07-23 00:00:00,13th St & Arapahoe Ave,Assault
14485,2012-10-15 00:00:00,3700 Block Baseline Rd,Vandalism
14486,2009-10-04 00:00:00,1200 Block Pine St,Burglary
14487,2009-06-17 00:00:00,1300 Block Yellow Pine Ave,Vandalism
14488,2012-08-14 00:00:00,2100 Block W Goss Cir,Incident
14489,2009-09-08 00:00:00,1500 Block 30th St,Theft From Vehicle
14490,2008-04-24 00:00:00,2600 Block Baseline Rd,Burglary
14491,2008-01-08 00:00:00,2900 Block Diagonal Hwy,Trespassing
14492,2011-01-15 00:00:00,1000 Block Lincoln Pl,Vandalism
14493,2009-06-13 00:00:00,30th St & Canyon Creek Rd,Trespassing
14494,2008-04-17 00:00:00,900 Block Pearl St,Incident
14495,2009-08-10 00:00:00,1500 Block 55th St,Incident
14496,2008-12-20 00:00:00,5000 Block Butte St,Assault
14497,2012-06-19 00:00:00,21st St & Canyon Blvd,Vandalism
14498,2009-05-24 00:00:00,1900 Block Vista Dr,Theft From Vehicle
14499,2008-11-01 00:00:00,2500 Block Kohler Dr,Vandalism
14500,2012-07-18 00:00:00,1000 Block Canyon Blvd,Theft Of Car Parts
14501,2012-05-12 00:00:00,1600 Block 30th St,Trespassing
14502,2009-04-15 00:00:00,2300 Block Pearl St,Vandalism
14503,2012-05-27 00:00:00,2100 Block 28th St,Theft From Vehicle
14504,2010-07-13 00:00:00,Baseline Rd & Broadway,Assault
14505,2008-05-25 00:00:00,3200 Block Broadway,Vandalism
14506,2009-08-07 00:00:00,1200 Block Cedar Ave,Burglary
14507,2010-01-04 00:00:00,4400 Block Broadway,Trespassing
14508,2010-01-26 00:00:00,4000 Block Hanover Av,Trespassing
14509,2012-06-19 00:00:00,1100 Block Grandview Ave,Vandalism
14510,2011-01-11 00:00:00,3900 Block Orchard Ct,Theft From Vehicle
14511,2012-08-04 00:00:00,3600 Block Table Mesa Dr,Vandalism
14512,2008-12-18 00:00:00,1900 Block Mariposa Ave,Vandalism
14513,2011-06-22 00:00:00,3100 Block Bucknell Ct,Vandalism
14514,2010-04-05 00:00:00,2300 Block Goss St,Vandalism
14515,2008-11-07 00:00:00,1700 Block Canyon Blvd,Burglary
14516,2008-04-03 00:00:00,2000 Block Canyon Bv,Burglary
14517,2009-11-30 00:00:00,400 Block S 42nd St,Theft From Vehicle
14518,2010-05-28 00:00:00,1600 Block Broadway,Sex Assault
14519,2009-05-01 00:00:00,1200 Block Kalmia Ave,Theft From Vehicle
14520,2010-07-19 00:00:00,1900 Block Arapahoe Ave,Vandalism
14521,2011-08-01 00:00:00,2600 Block Valmont Rd,Motorcycle Theft
14522,2010-05-24 00:00:00,1100 Block Pearl St,Theft From Vehicle
14523,2012-12-06 00:00:00,4800 Block Sentinel Dr,Theft From Vehicle
14524,2010-05-23 00:00:00,2500 Block 49th St,Burglary
14525,2009-01-30 00:00:00,1100 Block Walnut St,Incident
14526,2008-02-24 00:00:00,1900 Block Alpine Ave,Auto Theft
14527,2010-09-15 00:00:00,1900 Block Goss St,Vandalism
14528,2012-06-20 00:00:00,4000 Block Broadway,Vandalism
14529,2008-07-28 00:00:00,Canyon Blvd & Folsom St,Incident
14530,2008-08-11 00:00:00,2500 Block Arapahoe Ave,Trespassing
14531,2008-03-15 00:00:00,900 Block 28th St,Vandalism
14532,2010-02-07 00:00:00,1100 Block Balsam Ave,Assault
14533,2012-06-19 00:00:00,300 Block Pearl St,Burglary
14534,2008-05-25 00:00:00,1700 Block Broadway,Trespassing
14535,2008-07-18 00:00:00,4800 Block Baldwin Pl,Theft From Vehicle
14536,2018-01-16 00:00:00,300 Block 28th St,Theft From Vehicle
14537,2009-10-12 00:00:00,5400 Block Pearl Py,Burglary
14538,2009-06-03 00:00:00,2540 Block Arapahoe Av,Trespassing
14539,2012-12-06 00:00:00,700 Block 19th St,Vandalism
14540,2008-02-29 00:00:00,3200 Block Redstone Rd,Vandalism
14541,2008-04-24 00:00:00,900 Block S Broadway,Vandalism
14542,2009-02-21 00:00:00,1000 Block Arapahoe Ave,Incident
14543,2008-03-21 00:00:00,3200 Block 47th St,Theft From Vehicle
14544,2008-08-07 00:00:00,1700 Block 28th St,Trespassing
14545,2011-06-22 00:00:00,4800 Block Baseline Rd,Trespassing
14546,2012-06-19 00:00:00,3500 Block Nottingham Ct,Assault
14547,2008-10-13 00:00:00,1100 Block 10th St,Burglary
14548,2009-02-06 00:00:00,1000 Block Adams Cr,Burglary
14549,2012-06-29 00:00:00,1200 Block Linden Ave,Burglary
14550,2010-05-27 00:00:00,5200 Block Valmont Rd,Theft From Vehicle
14551,2012-06-30 00:00:00,1100 Block 12th St,Vandalism
14552,2008-09-19 00:00:00,3300 Block Talisman Ct,Auto Theft
14553,2008-06-21 00:00:00,1700 Block 28th St,Vandalism
14554,2011-09-24 00:00:00,9th St & Arapahoe Ave,Vandalism
14555,2009-09-22 00:00:00,2200 Block Floral Dr,Burglary
14556,2008-10-17 00:00:00,4900 Block Baseline Rd,Vandalism
14557,2008-12-18 00:00:00,1200 Block Bear Mountain Dr,Vandalism
14558,2011-09-24 00:00:00,1500 Block 48th St,Incident
14559,2011-11-28 00:00:00,2800 Block Pearl St,Theft From Vehicle
14560,2010-06-14 00:00:00,3900 Block 28th St,Burglary
14561,2009-03-15 00:00:00,800 Block 20th St,Vandalism
